prop_name,iva_count,instance_count,ivas
pb_SAS-FT-B2,5,6,DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_MK2POD_ASET_IVA_Internal
pb_YAW_INDICATOR-SVI01,5,6,DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_MK2POD_ASET_IVA_Internal
Alarm_Ablation,5,5,DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_MK2POD_ASET_IVA_Internal
Alarm_GEAR_BROKEN,5,5,DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_MK2POD_ASET_IVA_Internal
Alarm_HighQ,5,5,DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_MK2POD_ASET_IVA_Internal
AlarmShieldOverHeat,5,5,DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_MK2POD_ASET_IVA_Internal
ASET_Internal_EVA_Hatch,5,5,DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_MK2POD_ASET_IVA_Internal
DigitalIndicator_TWR,5,5,DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_MK2POD_ASET_IVA_Internal
EPGindicator,5,5,DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_MK2POD_ASET_IVA_Internal
IndicatorADV_Ablator,5,5,DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_MK2POD_ASET_IVA_Internal
IndicatorADV_EngineTemp,5,5,DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_MK2POD_ASET_IVA_Internal
IndicatorADV_ShieldTemp,5,5,DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_MK2POD_ASET_IVA_Internal
IndicatorADV_THRUST,5,5,DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_MK2POD_ASET_IVA_Internal
IndicatorADV_THRUSTLIMIT,5,5,DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_MK2POD_ASET_IVA_Internal
Lable_COMMNET,5,5,DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_MK2POD_ASET_IVA_Internal
Lable_ENVIRONMENT,5,5,DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_MK2POD_ASET_IVA_Internal
Lable_EPG,5,5,DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_MK2POD_ASET_IVA_Internal
Lable_PROTECTION,5,5,DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_MK2POD_ASET_IVA_Internal
LowOxidizerIndicator,5,5,DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_MK2POD_ASET_IVA_Internal
LowXenonGasIndicator,5,5,DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_MK2POD_ASET_IVA_Internal
OnBrakesIndicator,5,5,DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_MK2POD_ASET_IVA_Internal
onLIGHTIndicator,5,5,DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_MK2POD_ASET_IVA_Internal
onLLEGSIndicator,5,5,DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_MK2POD_ASET_IVA_Internal
onRCSIndicator,5,5,DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_MK2POD_ASET_IVA_Internal
onSASIndicator,5,5,DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_MK2POD_ASET_IVA_Internal
onStageLockedIndicator,5,5,DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_MK2POD_ASET_IVA_Internal
pb_CLEAR_MNVR_NODE-F01-B1-G1,5,5,DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_MK2POD_ASET_IVA_Internal
pb_CLEAR_TARGET-F01-B1-G1,5,5,DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_MK2POD_ASET_IVA_Internal
pb_ENGINE_GIMBAL-SH01-B6-C2,5,5,DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_MK2POD_ASET_IVA_Internal
pb_THRTL_CUT-FT-G1,5,5,DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_MK2POD_ASET_IVA_Internal
pb_THRTL_FULL-FT-G1,5,5,DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_MK2POD_ASET_IVA_Internal
switchRotary_ResLock,5,5,DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_MK2POD_ASET_IVA_Internal
swToggleEngines,5,5,DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_MK2POD_ASET_IVA_Internal
swTumbleEPG,5,5,DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_MK2POD_ASET_IVA_Internal
tggl_ABORT_T1-G3-B4-C1Y-S,5,5,DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_MK2POD_ASET_IVA_Internal
VelcroPad,4,13,DE_mk1InlineInternal; DE_mk2CockpitStandardInternals; DE_mk2LanderCanInternal; DE_MK3_Cockpit_Int
CargoBagA,4,9,DE_mk1CockpitInternal; DE_mk1pod_IVA; DE_MK2POD_ASET_IVA_Internal; DE_MK3_Cockpit_Int
ASET_Flashlight,4,4,DE_cupolaInternal; DE_landerCabinSmallInternal; DE_Mk1-3; DE_mk2CockpitStandardInternals
DigitalIndicator_DockingMulti01,4,4,DE_cupolaInternal; DE_Mk1-3; DE_mk2InlineInternal; DE_MK3_Cockpit_Int
On_DOCKPORT_ISREF,4,4,DE_cupolaInternal; DE_Mk1-3; DE_mk2InlineInternal; DE_MK3_Cockpit_Int
onAPPROACHIndicator,4,4,DE_cupolaInternal; DE_Mk1-3; DE_mk2InlineInternal; DE_MK3_Cockpit_Int
onDEAPRTIndicator,4,4,DE_cupolaInternal; DE_Mk1-3; DE_mk2InlineInternal; DE_MK3_Cockpit_Int
OnTGT_DOCKPORT_SELECTED,4,4,DE_cupolaInternal; DE_Mk1-3; DE_mk2InlineInternal; DE_MK3_Cockpit_Int
RCS_Stick_ADV,4,4,DE_MEM_ASET_IVA_Internal; DE_Mk1-3; DE_mk2CockpitStandardInternals; DE_MK2POD_ASET_IVA_Internal
SmallExtinguisher,4,4,DE_cupolaInternal; DE_landerCabinSmallInternal; DE_Mk1-3; DE_mk2CockpitStandardInternals
CargoBagB,3,9,DE_mk1CockpitInternal; DE_MK2POD_ASET_IVA_Internal; DE_MK3_Cockpit_Int
Primitive_BOX_Carbon,3,9,DE_cupolaInternal; DE_Mk1-3; DE_MK3_Cockpit_Int
Seat_Pilot,3,6,DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_MK3_Cockpit_Int
Primitive_BOX_MidGray,3,3,DE_mk1pod_IVA; DE_mk2LanderCanInternal; DE_MK3_Cockpit_Int
RasterPropMonitorBasicHUD,3,3,DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk2InlineInternal
switchTumbleClear,2,20,DE_cupolaInternal; DE_landerCabinSmallInternal
SideStick,2,4,DE_mk1CockpitInternal; DE_mk2InlineInternal
Hatch_Plane,2,3,DE_mk1CockpitInternal; DE_mk1InlineInternal
SwitchPanelLong02,2,2,DE_cupolaInternal; DE_landerCabinSmallInternal
DigitalIndicator_MISSION_TIMER_Basic,1,2,DE_MissionControl
Primitive_BOX_DarkGray,1,2,DE_mk2LanderCanInternal
AxisIndicatorPitch,1,1,DE_mk1CockpitInternal
AxisIndicatorRoll,1,1,DE_mk1CockpitInternal
AxisIndicatorYaw,1,1,DE_mk1CockpitInternal
BeveragePackage_OrangeJuice,1,1,DE_cupolaInternal
CargoBagC,1,1,DE_MK3_Cockpit_Int
DigitalIndicator_Multi01,1,1,DE_cupolaInternal
genericClusterSwitches02,1,1,DE_mk1CockpitInternal
Hatch_Plane_Curve90,1,1,DE_mk1CockpitInternal
IndicatorPanel,1,1,DE_mk1CockpitInternal
KanonDSLR600,1,1,DE_cupolaInternal
kOSTerminal,1,1,DE_MissionControl
ledPanelSpeed,1,1,DE_mk1CockpitInternal
MonitorDockingMode,1,1,DE_mk2InlineInternal
NavBall,1,1,DE_mk1CockpitInternal
